player_match_sk,playermatch_key,match_id,player_id,player_name,dob,batting_hand,bowling_skill,country_name,role_desc,player_team,opposit_team,season_year,is_manofthematch,age_as_on_match,isplayers_team_won,batting_status,bowling_status,player_captain,opposit_captain,player_keeper,opposit_keeper
18334,null,548319,221,KA Pollard,null,Right-hand bat,Right-arm medium-fast,West Indies,Player,Mumbai Indians,Deccan Chargers,2012,null,25,null,null,null,Harbhajan Singh,KC Sangakkara,KD Karthik,PA Patel
18335,null,548319,275,JEC Franklin,null,Left-hand bat,Left-arm medium,New Zealand,Player,Mumbai Indians,Deccan Chargers,2012,null,32,null,null,null,Harbhajan Singh,KC Sangakkara,KD Karthik,PA Patel
18336,null,548319,304,RE Levi,null,Right-hand bat,Right-arm medium,South Africa,Player,Mumbai Indians,Deccan Chargers,2012,null,24,null,null,null,Harbhajan Singh,KC Sangakkara,KD Karthik,PA Patel
18337,null,548319,10,CL White,null,Right-hand bat,Legbreak googly,Australia,Player,Deccan Chargers,Mumbai Indians,2012,null,29,null,null,null,KC Sangakkara,Harbhajan Singh,PA Patel,KD Karthik
18338,null,548319,17,PA Patel,null,Left-hand bat,N/A,India,Keeper,Deccan Chargers,Mumbai Indians,2012,null,27,null,null,null,KC Sangakkara,Harbhajan Singh,PA Patel,KD Karthik
18339,null,548319,26,KC Sangakkara,null,Left-hand bat,Right-arm offbreak,Sri Lanka,Captain,Deccan Chargers,Mumbai Indians,2012,null,35,null,null,null,KC Sangakkara,Harbhajan Singh,PA Patel,KD Karthik
18340,null,548319,42,S Dhawan,null,Left-hand bat,Right-arm offbreak,India,Player,Deccan Chargers,Mumbai Indians,2012,null,27,null,null,null,KC Sangakkara,Harbhajan Singh,PA Patel,KD Karthik
18341,null,548319,93,B Chipli,null,Right-hand bat,Right-arm medium,India,Player,Deccan Chargers,Mumbai Indians,2012,null,29,null,null,null,KC Sangakkara,Harbhajan Singh,PA Patel,KD Karthik
18342,null,548319,94,DW Steyn,null,Right-hand bat,Right-arm fast,South Africa,Player,Deccan Chargers,Mumbai Indians,2012,null,29,null,null,null,KC Sangakkara,Harbhajan Singh,PA Patel,KD Karthik
18343,null,548319,112,DB Ravi Teja,null,Right-hand bat,Legbreak googly,India,Player,Deccan Chargers,Mumbai Indians,2012,null,25,null,null,null,KC Sangakkara,Harbhajan Singh,PA Patel,KD Karthik
18344,null,548319,136,A Mishra,null,Right-hand bat,Legbreak,India,Player,Deccan Chargers,Mumbai Indians,2012,null,30,null,null,null,KC Sangakkara,Harbhajan Singh,PA Patel,KD Karthik
18345,null,548319,258,DT Christian,null,Right-hand bat,Right-arm fast-medium,Australia,Player,Deccan Chargers,Mumbai Indians,2012,null,29,null,null,null,KC Sangakkara,Harbhajan Singh,PA Patel,KD Karthik
18346,null,548319,314,Ankit Sharma,null,Left-hand bat,Slow left-arm orthodox,India,Player,Deccan Chargers,Mumbai Indians,2012,null,21,null,null,null,KC Sangakkara,Harbhajan Singh,PA Patel,KD Karthik
18347,null,548319,446,Anand Rajan,null,Right-hand bat,Right-arm medium,India,Player,Deccan Chargers,Mumbai Indians,2012,null,25,null,null,null,KC Sangakkara,Harbhajan Singh,PA Patel,KD Karthik
18348,null,548320,8,V Kohli,null,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2012,null,24,null,null,null,DL Vettori,G Gambhir,AB de Villiers,MS Bisla
18349,null,548320,15,Z Khan,null,Right-hand bat,Left-arm fast-medium,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2012,null,34,null,null,null,DL Vettori,G Gambhir,AB de Villiers,MS Bisla
18350,null,548320,79,SS Tiwary,null,Left-hand bat,N/A,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2012,null,23,null,null,null,DL Vettori,G Gambhir,AB de Villiers,MS Bisla
18351,null,548320,81,R Vinay Kumar,null,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2012,null,28,null,null,null,DL Vettori,G Gambhir,AB de Villiers,MS Bisla
18352,null,548320,110,AB de Villiers,null,Right-hand bat,Right-arm medium,South Africa,Keeper,Royal Challengers Bangalore,Kolkata Knight Riders,2012,null,28,null,null,null,DL Vettori,G Gambhir,AB de Villiers,MS Bisla
18353,null,548320,121,M Muralitharan,null,Right-hand bat,Right-arm offbreak,Sri Lanka,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2012,null,40,null,null,null,DL Vettori,G Gambhir,AB de Villiers,MS Bisla
18354,null,548320,162,CH Gayle,null,Left-hand bat,Right-arm offbreak,West Indies,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2012,null,33,null,null,null,DL Vettori,G Gambhir,AB de Villiers,MS Bisla
18355,null,548320,175,DL Vettori,null,Left-hand bat,Slow left-arm orthodox,New Zealand,Captain,Royal Challengers Bangalore,Kolkata Knight Riders,2012,null,33,null,null,null,DL Vettori,G Gambhir,AB de Villiers,MS Bisla
18356,null,548320,203,CA Pujara,null,Right-hand bat,Legbreak,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2012,null,24,null,null,null,DL Vettori,G Gambhir,AB de Villiers,MS Bisla
18357,null,548320,260,MA Agarwal,null,Right-hand bat,N/A,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2012,null,21,null,null,null,DL Vettori,G Gambhir,AB de Villiers,MS Bisla
18358,null,548320,311,HV Patel,null,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2012,null,22,null,null,null,DL Vettori,G Gambhir,AB de Villiers,MS Bisla
18359,null,548320,9,JH Kallis,null,Right-hand bat,Right-arm fast-medium,South Africa,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2012,null,37,null,null,null,G Gambhir,DL Vettori,MS Bisla,AB de Villiers
18360,null,548320,31,YK Pathan,null,Right-hand bat,Right-arm offbreak,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2012,null,30,null,null,null,G Gambhir,DL Vettori,MS Bisla,AB de Villiers
18361,null,548320,40,G Gambhir,null,Left-hand bat,Legbreak,India,Captain,Kolkata Knight Riders,Royal Challengers Bangalore,2012,null,31,null,null,null,G Gambhir,DL Vettori,MS Bisla,AB de Villiers
18362,null,548320,63,LR Shukla,null,Right-hand bat,Right-arm medium,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2012,null,31,null,null,null,G Gambhir,DL Vettori,MS Bisla,AB de Villiers
18363,null,548320,66,B Lee,null,Right-hand bat,Right-arm fast,Australia,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2012,null,36,null,null,null,G Gambhir,DL Vettori,MS Bisla,AB de Villiers
18364,null,548320,87,MK Tiwary,null,Right-hand bat,Legbreak googly,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2012,null,27,null,null,null,G Gambhir,DL Vettori,MS Bisla,AB de Villiers
18365,null,548320,89,R Bhatia,null,Right-hand bat,Right-arm medium-fast,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2012,null,33,null,null,null,G Gambhir,DL Vettori,MS Bisla,AB de Villiers
18366,null,548320,151,L Balaji,null,Right-hand bat,Right-arm medium-fast,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2012,null,31,null,null,null,G Gambhir,DL Vettori,MS Bisla,AB de Villiers
18367,null,548320,214,MS Bisla,null,Right-hand bat,N/A,India,Keeper,Kolkata Knight Riders,Royal Challengers Bangalore,2012,null,28,null,null,null,G Gambhir,DL Vettori,MS Bisla,AB de Villiers
18368,null,548320,276,Shakib Al Hasan,null,Left-hand bat,Slow left-arm orthodox,Bangladesh,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2012,null,25,null,null,null,G Gambhir,DL Vettori,MS Bisla,AB de Villiers
18369,null,548320,284,RN ten Doeschate,null,Right-hand bat,Right-arm medium-fast,Netherlands,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2012,null,32,null,null,null,G Gambhir,DL Vettori,MS Bisla,AB de Villiers
18370,null,548321,20,MS Dhoni,null,Right-hand bat,Right-arm medium,India,CaptainKeeper,Chennai Super Kings,Delhi Daredevils,2012,null,31,null,null,null,MS Dhoni,V Sehwag,MS Dhoni,NV Ojha
18371,null,548321,21,SK Raina,null,Left-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Delhi Daredevils,2012,null,26,null,null,null,MS Dhoni,V Sehwag,MS Dhoni,NV Ojha
18372,null,548321,23,S Badrinath,null,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Delhi Daredevils,2012,null,32,null,null,null,MS Dhoni,V Sehwag,MS Dhoni,NV Ojha
18373,null,548321,35,RA Jadeja,null,Left-hand bat,Slow left-arm orthodox,India,Player,Chennai Super Kings,Delhi Daredevils,2012,null,24,null,null,null,MS Dhoni,V Sehwag,MS Dhoni,NV Ojha
18374,null,548321,71,DJ Bravo,null,Right-hand bat,Right-arm medium-fast,West Indies,Player,Chennai Super Kings,Delhi Daredevils,2012,null,29,null,null,null,MS Dhoni,V Sehwag,MS Dhoni,NV Ojha
18375,null,548321,109,JA Morkel,null,Left-hand bat,Right-arm medium-fast,South Africa,Player,Chennai Super Kings,Delhi Daredevils,2012,null,31,null,null,null,MS Dhoni,V Sehwag,MS Dhoni,NV Ojha
18376,null,548321,185,M Vijay,null,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Delhi Daredevils,2012,null,28,null,null,null,MS Dhoni,V Sehwag,MS Dhoni,NV Ojha
18377,null,548321,186,SB Jakati,null,Left-hand bat,Slow left-arm orthodox,India,Player,Chennai Super Kings,Delhi Daredevils,2012,null,32,null,null,null,MS Dhoni,V Sehwag,MS Dhoni,NV Ojha
18378,null,548321,201,R Ashwin,null,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Delhi Daredevils,2012,null,26,null,null,null,MS Dhoni,V Sehwag,MS Dhoni,NV Ojha
18379,null,548321,248,DE Bollinger,null,Left-hand bat,Left-arm fast-medium,Australia,Player,Chennai Super Kings,Delhi Daredevils,2012,null,31,null,null,null,MS Dhoni,V Sehwag,MS Dhoni,NV Ojha
18380,null,548321,303,F du Plessis,null,Right-hand bat,Legbreak,South Africa,Player,Chennai Super Kings,Delhi Daredevils,2012,null,28,null,null,null,MS Dhoni,V Sehwag,MS Dhoni,NV Ojha
18381,null,548321,29,IK Pathan,null,Left-hand bat,Left-arm medium-fast,India,Player,Delhi Daredevils,Chennai Super Kings,2012,null,28,null,null,null,V Sehwag,MS Dhoni,NV Ojha,MS Dhoni
18382,null,548321,41,V Sehwag,null,Right-hand bat,Right-arm offbreak,India,Captain,Delhi Daredevils,Chennai Super Kings,2012,null,34,null,null,null,V Sehwag,MS Dhoni,NV Ojha,MS Dhoni
18383,null,548321,54,Y Venugopal Rao,null,Right-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Chennai Super Kings,2012,null,30,null,null,null,V Sehwag,MS Dhoni,NV Ojha,MS Dhoni
18384,null,548321,64,DPMD Jayawardene,null,Right-hand bat,Right-arm medium,Sri Lanka,Player,Delhi Daredevils,Chennai Super Kings,2012,null,35,null,null,null,V Sehwag,MS Dhoni,NV Ojha,MS Dhoni
18385,null,548321,158,KP Pietersen,null,Right-hand bat,Right-arm offbreak,South Africa,Player,Delhi Daredevils,Chennai Super Kings,2012,null,32,null,null,null,V Sehwag,MS Dhoni,NV Ojha,MS Dhoni
18386,null,548321,177,RE van der Merwe,null,Right-hand bat,Slow left-arm orthodox,South Africa,Player,Delhi Daredevils,Chennai Super Kings,2012,null,28,null,null,null,V Sehwag,MS Dhoni,NV Ojha,MS Dhoni
18387,null,548321,183,NV Ojha,null,Right-hand bat,N/A,India,Keeper,Delhi Daredevils,Chennai Super Kings,2012,null,29,null,null,null,V Sehwag,MS Dhoni,NV Ojha,MS Dhoni
18388,null,548321,190,M Morkel,null,Left-hand bat,Right-arm fast,South Africa,Player,Delhi Daredevils,Chennai Super Kings,2012,null,28,null,null,null,V Sehwag,MS Dhoni,NV Ojha,MS Dhoni
18389,null,548321,199,Y Nagar,null,Right-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Chennai Super Kings,2012,null,22,null,null,null,V Sehwag,MS Dhoni,NV Ojha,MS Dhoni
18390,null,548321,232,UT Yadav,null,Right-hand bat,Right-arm fast-medium,India,Player,Delhi Daredevils,Chennai Super Kings,2012,null,25,null,null,null,V Sehwag,MS Dhoni,NV Ojha,MS Dhoni
18391,null,548321,293,S Nadeem,null,Right-hand bat,Slow left-arm orthodox,India,Player,Delhi Daredevils,Chennai Super Kings,2012,null,23,null,null,null,V Sehwag,MS Dhoni,NV Ojha,MS Dhoni
18392,null,548322,50,Harbhajan Singh,null,Right-hand bat,Right-arm offbreak,India,Captain,Mumbai Indians,Rajasthan Royals,2012,null,32,null,null,null,Harbhajan Singh,R Dravid,KD Karthik,SP Goswami
18393,null,548322,57,RG Sharma,null,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Rajasthan Royals,2012,null,25,null,null,null,Harbhajan Singh,R Dravid,KD Karthik,SP Goswami
18394,null,548322,88,KD Karthik,null,Right-hand bat,N/A,India,Keeper,Mumbai Indians,Rajasthan Royals,2012,null,27,null,null,null,Harbhajan Singh,R Dravid,KD Karthik,SP Goswami
18395,null,548322,126,MM Patel,null,Right-hand bat,Right-arm medium-fast,India,Player,Mumbai Indians,Rajasthan Royals,2012,null,29,null,null,null,Harbhajan Singh,R Dravid,KD Karthik,SP Goswami
18396,null,548322,131,PP Ojha,null,Left-hand bat,Slow left-arm orthodox,India,Player,Mumbai Indians,Rajasthan Royals,2012,null,26,null,null,null,Harbhajan Singh,R Dravid,KD Karthik,SP Goswami
18397,null,548322,178,TL Suman,null,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Rajasthan Royals,2012,null,29,null,null,null,Harbhajan Singh,R Dravid,KD Karthik,SP Goswami
18398,null,548322,194,SL Malinga,null,Right-hand bat,Right-arm fast,Sri Lanka,Player,Mumbai Indians,Rajasthan Royals,2012,null,29,null,null,null,Harbhajan Singh,R Dravid,KD Karthik,SP Goswami
18399,null,548322,208,AT Rayudu,null,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Rajasthan Royals,2012,null,27,null,null,null,Harbhajan Singh,R Dravid,KD Karthik,SP Goswami
18400,null,548322,221,KA Pollard,null,Right-hand bat,Right-arm medium-fast,West Indies,Player,Mumbai Indians,Rajasthan Royals,2012,null,25,null,null,null,Harbhajan Singh,R Dravid,KD Karthik,SP Goswami
18401,null,548322,275,JEC Franklin,null,Left-hand bat,Left-arm medium,New Zealand,Player,Mumbai Indians,Rajasthan Royals,2012,null,32,null,null,null,Harbhajan Singh,R Dravid,KD Karthik,SP Goswami
18402,null,548322,304,RE Levi,null,Right-hand bat,Right-arm medium,South Africa,Player,Mumbai Indians,Rajasthan Royals,2012,null,24,null,null,null,Harbhajan Singh,R Dravid,KD Karthik,SP Goswami
18403,null,548322,6,R Dravid,null,Right-hand bat,Right-arm offbreak,India,Captain,Rajasthan Royals,Mumbai Indians,2012,null,39,null,null,null,R Dravid,Harbhajan Singh,SP Goswami,KD Karthik
18404,null,548322,39,SK Trivedi,null,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Mumbai Indians,2012,null,30,null,null,null,R Dravid,Harbhajan Singh,SP Goswami,KD Karthik
18405,null,548322,85,AM Rahane,null,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Mumbai Indians,2012,null,24,null,null,null,R Dravid,Harbhajan Singh,SP Goswami,KD Karthik
18406,null,548322,132,SP Goswami,null,Left-hand bat,N/A,India,Keeper,Rajasthan Royals,Mumbai Indians,2012,null,23,null,null,null,R Dravid,Harbhajan Singh,SP Goswami,KD Karthik
18407,null,548322,192,J Botha,null,Right-hand bat,Right-arm offbreak,South Africa,Player,Rajasthan Royals,Mumbai Indians,2012,null,30,null,null,null,R Dravid,Harbhajan Singh,SP Goswami,KD Karthik
18408,null,548322,196,A Singh,null,Right-hand bat,Right-arm medium-fast,India,Player,Rajasthan Royals,Mumbai Indians,2012,null,31,null,null,null,R Dravid,Harbhajan Singh,SP Goswami,KD Karthik
18409,null,548322,204,OA Shah,null,Right-hand bat,Right-arm offbreak,England,Player,Rajasthan Royals,Mumbai Indians,2012,null,34,null,null,null,R Dravid,Harbhajan Singh,SP Goswami,KD Karthik
18410,null,548322,266,AL Menaria,null,Left-hand bat,Slow left-arm orthodox,India,Player,Rajasthan Royals,Mumbai Indians,2012,null,22,null,null,null,R Dravid,Harbhajan Singh,SP Goswami,KD Karthik
18411,null,548322,297,AA Chavan,null,Left-hand bat,Slow left-arm orthodox,India,Player,Rajasthan Royals,Mumbai Indians,2012,null,27,null,null,null,R Dravid,Harbhajan Singh,SP Goswami,KD Karthik
18412,null,548322,309,KK Cooper,null,Right-hand bat,Right-arm medium,West Indies,Player,Rajasthan Royals,Mumbai Indians,2012,null,23,null,null,null,R Dravid,Harbhajan Singh,SP Goswami,KD Karthik
18413,null,548322,316,GB Hogg,null,Left-hand bat,Slow left-arm chinaman,Australia,Player,Rajasthan Royals,Mumbai Indians,2012,null,41,null,null,null,R Dravid,Harbhajan Singh,SP Goswami,KD Karthik
18414,null,548323,8,V Kohli,null,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Chennai Super Kings,2012,null,24,null,null,null,DL Vettori,MS Dhoni,AB de Villiers,MS Dhoni
18415,null,548323,15,Z Khan,null,Right-hand bat,Left-arm fast-medium,India,Player,Royal Challengers Bangalore,Chennai Super Kings,2012,null,34,null,null,null,DL Vettori,MS Dhoni,AB de Villiers,MS Dhoni
18416,null,548323,79,SS Tiwary,null,Left-hand bat,N/A,India,Player,Royal Challengers Bangalore,Chennai Super Kings,2012,null,23,null,null,null,DL Vettori,MS Dhoni,AB de Villiers,MS Dhoni
18417,null,548323,81,R Vinay Kumar,null,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Chennai Super Kings,2012,null,28,null,null,null,DL Vettori,MS Dhoni,AB de Villiers,MS Dhoni
18418,null,548323,110,AB de Villiers,null,Right-hand bat,Right-arm medium,South Africa,Keeper,Royal Challengers Bangalore,Chennai Super Kings,2012,null,28,null,null,null,DL Vettori,MS Dhoni,AB de Villiers,MS Dhoni
18419,null,548323,121,M Muralitharan,null,Right-hand bat,Right-arm offbreak,Sri Lanka,Player,Royal Challengers Bangalore,Chennai Super Kings,2012,null,40,null,null,null,DL Vettori,MS Dhoni,AB de Villiers,MS Dhoni
18420,null,548323,162,CH Gayle,null,Left-hand bat,Right-arm offbreak,West Indies,Player,Royal Challengers Bangalore,Chennai Super Kings,2012,null,33,null,null,null,DL Vettori,MS Dhoni,AB de Villiers,MS Dhoni
18421,null,548323,175,DL Vettori,null,Left-hand bat,Slow left-arm orthodox,New Zealand,Captain,Royal Challengers Bangalore,Chennai Super Kings,2012,null,33,null,null,null,DL Vettori,MS Dhoni,AB de Villiers,MS Dhoni
18422,null,548323,203,CA Pujara,null,Right-hand bat,Legbreak,India,Player,Royal Challengers Bangalore,Chennai Super Kings,2012,null,24,null,null,null,DL Vettori,MS Dhoni,AB de Villiers,MS Dhoni
18423,null,548323,260,MA Agarwal,null,Right-hand bat,N/A,India,Player,Royal Challengers Bangalore,Chennai Super Kings,2012,null,21,null,null,null,DL Vettori,MS Dhoni,AB de Villiers,MS Dhoni
18424,null,548323,317,RR Bhatkal,null,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Chennai Super Kings,2012,null,27,null,null,null,DL Vettori,MS Dhoni,AB de Villiers,MS Dhoni
18425,null,548323,20,MS Dhoni,null,Right-hand bat,Right-arm medium,India,CaptainKeeper,Chennai Super Kings,Royal Challengers Bangalore,2012,null,31,null,null,null,MS Dhoni,DL Vettori,MS Dhoni,AB de Villiers
18426,null,548323,21,SK Raina,null,Left-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Royal Challengers Bangalore,2012,null,26,null,null,null,MS Dhoni,DL Vettori,MS Dhoni,AB de Villiers
18427,null,548323,23,S Badrinath,null,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Royal Challengers Bangalore,2012,null,32,null,null,null,MS Dhoni,DL Vettori,MS Dhoni,AB de Villiers
18428,null,548323,35,RA Jadeja,null,Left-hand bat,Slow left-arm orthodox,India,Player,Chennai Super Kings,Royal Challengers Bangalore,2012,null,24,null,null,null,MS Dhoni,DL Vettori,MS Dhoni,AB de Villiers
18429,null,548323,71,DJ Bravo,null,Right-hand bat,Right-arm medium-fast,West Indies,Player,Chennai Super Kings,Royal Challengers Bangalore,2012,null,29,null,null,null,MS Dhoni,DL Vettori,MS Dhoni,AB de Villiers
18430,null,548323,109,JA Morkel,null,Left-hand bat,Right-arm medium-fast,South Africa,Player,Chennai Super Kings,Royal Challengers Bangalore,2012,null,31,null,null,null,MS Dhoni,DL Vettori,MS Dhoni,AB de Villiers
18431,null,548323,185,M Vijay,null,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Royal Challengers Bangalore,2012,null,28,null,null,null,MS Dhoni,DL Vettori,MS Dhoni,AB de Villiers
18432,null,548323,186,SB Jakati,null,Left-hand bat,Slow left-arm orthodox,India,Player,Chennai Super Kings,Royal Challengers Bangalore,2012,null,32,null,null,null,MS Dhoni,DL Vettori,MS Dhoni,AB de Villiers
18433,null,548323,201,R Ashwin,null,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Royal Challengers Bangalore,2012,null,26,null,null,null,MS Dhoni,DL Vettori,MS Dhoni,AB de Villiers
18434,null,548323,248,DE Bollinger,null,Left-hand bat,Left-arm fast-medium,Australia,Player,Chennai Super Kings,Royal Challengers Bangalore,2012,null,31,null,null,null,MS Dhoni,DL Vettori,MS Dhoni,AB de Villiers
